attitude_brave_buff01	Daring	Damage +3% when attacking	Bravery Trait 1	buff_trait	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 7004, 1, 3.00000}  ]}  ]} 
bf0016	Sunflower	Dodge increase Attack damage and counter attack rate for 1 turn. After dodge, attack power increases, counterattack rate increases for one round	After dodge，attack power increases，counterattack rate increases for one round	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 200, [ { "BufferSequenceNode" : [ { "BufferDefenderCondition" } , { "BufferNumberOfBattleActionsPromoteAction" : 6005, 1, 50.00000, 1} , { "BufferPropertyAction" : 4050, 1, 50.00000}  ]}  ]} , { "BufferEventNode" : 30, [ { "BufferSequenceNode" : [ { "BufferNumberOfBattleActionsPromoteAction" : 6005, 0, 0.00000, 1} , { "BufferPropertyAction" : 4050, 0, 0.00000}  ]}  ]}  ]} 
bf0017	Sunflower	Dodge and Parry increase Attack damage and Counter attack rate for 1 turn.	After evading parry，the attack power increases and the counterattack rate continues for one round	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 200, [ { "BufferSequenceNode" : [ { "BufferDefenderCondition" } , { "BufferNumberOfBattleActionsPromoteAction" : 6005, 1, 50.00000, 1} , { "BufferPropertyAction" : 4050, 1, 50.00000}  ]}  ]} , { "BufferEventNode" : 30, [ { "BufferSequenceNode" : [ { "BufferNumberOfBattleActionsPromoteAction" : 6005, 0, 0.00000, 1} , { "BufferPropertyAction" : 4050, 0, 0.00000}  ]}  ]} , { "BufferEventNode" : 210, [ { "BufferSequenceNode" : [ { "BufferDefenderCondition" } , { "BufferNumberOfBattleActionsPromoteAction" : 6005, 1, 50.00000, 1} , { "BufferPropertyAction" : 4050, 1, 50.00000}  ]}  ]}  ]} 
bf0018	Treacherous Scum	Back Attacks will always be Critical Attacks.	If attacked, will always suffer a critical hit.	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 222, [ { "BufferSequenceNode" : [ { "BufferAttackCondition" } , { "BufferNumberOfBattleActionsPromoteAction" : 6504, 0, 1.00000, 50.00000, 0}  ]}  ]} , { "BufferEventNode" : 160, [ { "BufferSequenceNode" : [ { "BufferLiberatedStateAction" : 300004}  ]}  ]}  ]} 
bf0019	Poison	Attack and Defense is reduced	Attack defense decline	buff_critical	Negative	2	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 4050, 4, -50.00000} , { "BufferPropertyAction" : 4060, 4, -50.00000}  ]}  ]} , { "BufferEventNode" : 40, [ { "BufferSequenceNode" : [ { "BufferTimesAction" : 2, 1}  ]}  ]}  ]} 
bf0020	Retribution	Reflect 20% of damage taken to the attacker.	Bounce 20% damage	buff_critical	Positive	2	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 9001, 0, 20.00000}  ]}  ]}  ]} 
bf0021	Conversion	Consume 5% of current Qi to reduce 30% of damage taken.	Convert 20% damage and replace with 5% True Energy	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 9005, 1, 20.00000} , { "BufferPropertyAction" : 9006, 1, 5.00000}  ]}  ]}  ]} 
bf0022	Blood rage	Attacks consume 5% of current HP to increase damage dealt by 10% .	Casting skills consumes 5% Qi and increases attack by 10%	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 9003, 1, 5.00000} , { "BufferPropertyAction" : 9004, 1, 10.00000}  ]}  ]}  ]} 
bf0024	Star Leeching Technique	10% lifesteal, 5% Qi steal.	10% blood sucking 5% sucking inside	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 9005, 1, 10.00000} , { "BufferPropertyAction" : 9006, 1, 5.00000}  ]}  ]}  ]} 
bf0026	Iron fist against steel fist	Punch Skills have an additional 50% chance of Critical Attack and a 100% increased in damage dealt.	Use boxing 50% must be critical strike，and damage increased by 100%	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 150, [ { "BufferSequenceNode" : [ { "BufferAttackCondition" } , { "AttackerSkillTypeCondition" : 101} , { "ProbabilityCondition" : 50} , { "BufferPropertyAction" : 6004, 1, 100.00000} , { "BufferPropertyAction" : 7001, 1, 100.00000}  ]}  ]} , { "BufferEventNode" : 160, [ { "BufferPropertyAction" : 6004, 0, 0.00000} , { "BufferPropertyAction" : 7001, 0, 0.00000}  ]}  ]} 
bf0030	Stinks	Anyone around in distance of 3 grids, male's Critical Attack increases and female's Accuracy decreases.	Boys' critical strikes increase within 3 blocks，and women's lives decrease	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "AuraPromoteAction" : 0, 0, 3, "bf0031"} , { "AuraPromoteAction" : 0, 1, 3, "bf0032"}  ]}  ]} , { "BufferEventNode" : 250, [ { "BufferSequenceNode" : [ { "AuraPromoteAction" : 0, 0, 3, "bf0031"} , { "AuraPromoteAction" : 0, 1, 3, "bf0032"}  ]}  ]} , { "BufferEventNode" : 245, [ { "BufferSequenceNode" : [ { "AuraPromoteAction" : 0, 0, 3, "bf0031"} , { "AuraPromoteAction" : 0, 1, 3, "bf0032"}  ]}  ]}  ]} 
bf0031	Stinks	Anyone around in distance of 3 grids, male's Critical Attack increases and female's Accuracy decreases.	Boys' critical strikes increase within 3 blocks，and women's lives decrease	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 6004, 1, 20.00000}  ]}  ]}  ]} 
bf0032	Stinks	Anyone around in distance of 3 grids, male's Critical Attack increases and female's Accuracy decreases.	Boys' critical strikes increase within 3 blocks，and women's lives decrease	buff_critical	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 6001, 2, 20.00000}  ]}  ]}  ]} 
bf0040	One time heal 5%	One time heal 5%	Single blood supplement 5%	buff_hp	Positive	0	1	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4020, 4, 5.00000} , { "BufferTimesAction" : 2, 1}  ]}  ]} 
bf0041	After counterattack，teammates heals	After counterattack, teammates heals	After counterattack，teammates make up blood	buff_hp	Positive	0	1	{ "BufferRootNode" : [ { "BufferEventNode" : 220, [ { "BufferAttackCondition" } , { "AuraPromoteAction" : 2, 4, 1, "bf0040"}  ]}  ]} 
book_trait01_buff	Charitable	Critical Hit Rate +5%	Obtained by reading the Chuanbei Biography	buff_trait	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 6004, 1, 5.00000}  ]}  ]} 
book_trait02_buff	Rational	Counter Attack Rate +5%	Reading the Three Commandments	buff_trait	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 6005, 1, 5.00000}  ]}  ]} 
book_trait03_buff	Ambitious	Parry Rate +5%	Read Huaiyin Hou Biography	buff_trait	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 6003, 1, 5.00000}  ]}  ]} 
book_trait04_buff	Mysterious	Evasion Rate +5%	Obtained by reading Sojin	buff_trait	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 6002, 1, 5.00000}  ]}  ]} 
bossbuff001	Qi Clad Body	This person is surrounded by Qi and is impervious to harm. Lasts for 2 turns.	This person is surrounded by true energy，impeccable，and lasts for two rounds	buff_parry	Positive	2	2	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferLiberatedStateAction" : 300007, 1}  ]} , { "BufferEventNode" : 40, [ { "BufferTimesAction" : 2, 1} , { "BufferOverlayAction" : 2, 1}  ]} , { "BufferEventNode" : 240, [ { "AttacherAddBuffAction" : "bossdebuff001"}  ]}  ]} 
bossdebuff001	Qi Exhausted	This person's whole body is exhausted and very weak. Lasts for 1 turn.	This person's whole body is exhausted，very weak，and lasts for a round	debuff_parry	Negative	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 8004, 1, 100.00000}  ]} , { "BufferEventNode" : 40, [ { "BufferTimesAction" : 2, 1}  ]} , { "BufferEventNode" : 240, [ { "AttacherAddBuffAction" : "bossbuff001"}  ]}  ]} 
bs1010304_01_buff_AngryBigBrother	Brother's dignity	As a big brother, how can I be defeated easily? Fighting ability increased!	Zhong Ruoxin fourth order：fight rogues to rescue Dai Tongxia	buff_fury	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4050, 4, 25.00000}  ]} , { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4060, 4, 15.00000}  ]} , { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4110, 1, 2.00000}  ]}  ]} 
bs1010304_01_buff_AngryBrothers	Lackey's loyalty	As a younger brother, it is natural to take revenge for your big brother! Fighting ability increased!	Zhong Ruoxin fourth order：fight rogues to rescue Dai Tongxia	buff_fury	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4050, 4, 15.00000}  ]} , { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4060, 4, 5.00000}  ]} , { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4110, 1, 1.00000}  ]}  ]} 
bs1010304_02_buff_AngryGirl	Backs to the wall	This match have no room for mistakes, enters an undefeatable state!	Zhong Ruoxin fourth order：Zhong Dai heads up	buff_fury	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferLiberatedStateAction" : 300006, 1}  ]} , { "BufferEventNode" : 230, [ { "BufferLiberatedStateAction" : 300003, 1}  ]} , { "BufferEventNode" : 230, [ { "BufferLiberatedStateAction" : 300002, 1}  ]}  ]} 
bt1010601_01_debuff_Power03	20% Power	Ability to fight dropped significantly.		debuff_critical	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4050, 4, -80.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4060, 4, -80.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4090, 2, 10.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4100, 2, 10.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4080, 2, 10.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4070, 2, 10.00000}  ]}  ]}  ]} 
bt1010604_debuff_UnknownPurpose	Unclear Intention	His intention is unclear, and he is not giving his all... Attack and Defense -50%.	Nan Fei fourth order	debuff_mp	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPropertyAction" : 4050, 4, -50.00000} , { "BufferPropertyAction" : 4060, 4, -50.00000}  ]}  ]} 
bt1101101_01_buff_MasterFight	Fight for Faith	Fight for your own ideology, can't step back! When current HP is under 90%, Critical Attack rate and Parry rate increased to 100%.	xinfatest2 test only	buff_critical	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferSelfHPCondition" : 2, 90, False} , { "BufferLiberatedStateAction" : 300004, 1} , { "BufferLiberatedStateAction" : 300005, 1}  ]}  ]} , { "BufferEventNode" : 150, [ { "BufferSequenceNode" : [ { "BufferAttackCondition" } , { "BufferSelfHPCondition" : 2, 90, False} , { "BufferLiberatedStateAction" : 300004, 1} , { "BufferLiberatedStateAction" : 300005, 1}  ]}  ]} , { "BufferEventNode" : 170, [ { "BufferSequenceNode" : [ { "BufferDefenderCondition" } , { "BufferSelfHPCondition" : 2, 90, False} , { "BufferLiberatedStateAction" : 300004, 1} , { "BufferLiberatedStateAction" : 300005, 1}  ]}  ]}  ]} 
bt1103101_05_debuff_Poison	Ecstasy	Offensive and defensive ability has dropped significantly, and can't be cured with ordinary medicine... Attack and Defense -25%, Parry rate and Dodge rate -50%.		debuff_poison	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 4050, 4, -25.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 4060, 4, -25.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 6003, 2, 50.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferSequenceNode" : [ { "BufferPropertyAction" : 6002, 2, 50.00000}  ]}  ]}  ]} 
bt1103101_06_buff_Angry	Wrath	Facing the examiner's taunt, Shi Kun is enraged! Critical Attack rate +3% per turn, stackable up to 30%.		buff_fury	None	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 110, [ { "BufferPriorityNode" : [ { "BufferTurnPromoteAction" : 6004, 1, 3.00000, 30.00000}  ]}  ]}  ]} 
bt1103101_06_buff_MoraleUp01	High Morale	Not going down that easy! Attack, Defense and Parry rate +15%.		buff_parry	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4050, 4, 15.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4060, 4, 15.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 6003, 1, 15.00000}  ]}  ]}  ]} 
bt1103101_06_buff_MoraleUp02	High Morale	Not going down that easy! Attack, Defense and Parry rate +15%.		buff_dodge	Positive	1	0	{ "BufferRootNode" : [ { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4050, 4, 15.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 4060, 4, 15.00000}  ]}  ]} , { "BufferEventNode" : 230, [ { "BufferPriorityNode" : [ { "BufferPropertyAction" : 6002, 1, 15.00000}  ]}  ]}  ]} 
